label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
0	803 m^2	0.0404	hamster	Applied Mathematics	1.5273	boxing	2284 mph	1334	569 m/(s^2)	Sam
3	1494 m^2	1.026	pig	Computational Media	0.3053	tennis	31 mph	1879	-1132 m/(s^2)	Inan
7	1358 m^2	0.7593	cat	Games and Playable Media	1.4505	football	447 mph	-1330	117 m/(s^2)	Lise
1	1250 m^2	-0.7183	rabbit	Computer Game Design	0.6759	ice hockey	2563 mph	-103	-190 m/(s^2)	Vani
6	854 m^2	0.4568	fish	Robotics Engineering	2.7356	football	1124 mph	1201	-651 m/(s^2)	Vani
3	-698 m^2	-0.6356	cat	Computational Media	0.4425	track & field	1369 mph	1961	2482 m/(s^2)	Reilly
1	124 m^2	0.1628	reptile	Computer Game Design	1.3727	baseball	978 mph	351	274 m/(s^2)	Inan
9	630 m^2	0.6924	chicken	Technology and Information Management, Computer Engineering	-0.502	golf	661 mph	294	-1679 m/(s^2)	Sam
9	984 m^2	-1.4291	chicken	Computer Science, Technology and Information Management	0.0398	golf	1549 mph	-1222	111 m/(s^2)	Michael
4	264 m^2	0.3926	guinea pig	Natural Language Processing	0.8129	track & field	120 mph	37	-232 m/(s^2)	Fabrice
3	-157 m^2	0.086	bird	Computational Media	-0.6974	tennis	354 mph	726	327 m/(s^2)	Reilly
6	187 m^2	0.4969	fish	Robotics Engineering	2.3512	football	1567 mph	1025	-1882 m/(s^2)	Vani
4	418 m^2	0.4606	guinea pig	NATURAL LANGUAGE PROCESSING	0.5516	badminton	107 mph	759	-135 m/(s^2)	Fabrice
7	1366 m^2	-0.2655	chicken	Games and Playable Media	0.3939	soccer	282 mph	631	-852 m/(s^2)	Lise
0	1528 m^2	1.7793	hamster	Applied Mathematics	0.0049	boxing	562 mph	-477	538 m/(s^2)	Sam
8	1706 m^2	1.4866	pig	Bioinformatics	0.8567	soccer	611 mph	1785	-1889 m/(s^2)	Chris
6	-534 m^2	0.3343	fish	Robotics Engineering	0.4115	volleyball	1481 mph	225	432 m/(s^2)	Vani
2	-561 m^2	2.0061	rat	Biotechnology	1.8542	basketball	572 mph	975	2443 m/(s^2)	Eriq
5	1254 m^2	0.9509	reptile	Biotechnology	1.1214	volleyball	459 mph	-410	325 m/(s^2)	Andrew
7	1260 m^2	-0.9728	cat	Games and Playable Media	1.2417	soccer	658 mph	2	-269 m/(s^2)	LISE
9	1634 m^2	-0.4586	chicken	Computer Engineering, Technology and Information Management	0.9839	golf	881 mph	-1972	1626 m/(s^2)	Michael
9	309 m^2	-0.4995	dog	Computer Engineering, Computer Science	0.1768	motor sports	788 mph	782	1608 m/(s^2)	NULL
3	24 m^2	3.2365	bird	Statistics	0.0781	golf	930 mph	2263	510 m/(s^2)	Tony
1	993 m^2	2.2365	rabbit	Computer Game Design	1.4564	baseball	54 mph	-282	873 m/(s^2)	Inan
8	692 m^2	1.9903	pig	Bioinformatics	-1.2773	motor sports	1243 mph	1320	-438 m/(s^2)	Chris
5	748 m^2	-0.5839	ferret	Data Science	-0.6705	volleyball	-302 mph	478	24 m/(s^2)	Andrew
3	-710 m^2	1.6023	bird	Computational Media	?	track & field	393 mph	1887	-636 m/(s^2)	Tony
6	-490 m^2	1.2737	fish	Robotics Engineering	1.1172	running	968 mph	-40	330 m/(s^2)	Vani
4	802 m^2	-0.5648	guinea pig	Natural Language Processing	-0.278	badminton	403 mph	647	-24 m/(s^2)	Fabrice
6	-101 m^2	-0.3431	fish	Robotics Engineering	0.3424	football	1132 mph	1627	86 m/(s^2)	Vani
6	620 m^2	0.4489	fish	Robotics Engineering	1.9168	running	-90 mph	466	-729 m/(s^2)	Vani
4	-245 m^2	-0.6495	guinea pig	Natural Language Processing	1.4932	baseball	1169 mph	815	-912 m/(s^2)	Fabrice
3	222 m^2	1.2694	bird	Computational Media	0.4178	track & field	1433 mph	-705	737 m/(s^2)	Tony
6	-932 m^2	-1.0789	fish	Robotics Engineering	-0.0548	football	562 mph	713	-874 m/(s^2)	Vani
4	1639 m^2	-0.4162	guinea pig	Natural Language Processing	0.5584	badminton	126 mph	-2178	145 m/(s^2)	Fabrice
5	355 m^2	2.0634	reptile	Biotechnology	-1.7154	volleyball	308 mph	412	1321 m/(s^2)	Andrew
2	372 m^2	0.0497	rat	Human Computer Interaction, Bioengineering	0.9112	basketball	-422 mph	1003	1779 m/(s^2)	Eriq
3	-446 m^2	0.7038	BIRD	Computational Media	0.4351	motor sports	-593 mph	-385	1154 m/(s^2)	Reilly
3	242 m^2	1.2689	bird	Computational Media	-0.13	track & field	59 mph	1526	1240 m/(s^2)	Tony
6	1067 m^2	0.3615	fish	Robotics Engineering	1.0312	running	1009 mph	1217	651 m/(s^2)	Vani
1	367 m^2	0.3722	?	Computer Game Design	0.3375	baseball	1109 mph	1024	1253 m/(s^2)	Inan
2	493 m^2	0.2487	rat	Computer Game Design	-0.3679	basketball	1045 mph	-724	738 m/(s^2)	Eriq
2	24 m^2	0.2466	rat	Electrical Engineering	1.5298	basketball	19 mph	437	-104 m/(s^2)	Eriq
3	416 m^2	0.5382	bird	Computational Media	0.3099		1635 mph	63	-459 m/(s^2)	Reilly
8	1232 m^2	-0.9606	pig	Statistics	0.789	motor sports	1880 mph	-435	1103 m/(s^2)	cHRIS
9	503 m^2	1.6232	dog	Computer Engineering	0.0154	golf	1213 mph	2246	1631 m/(s^2)	Michael
0	193 m^2	-0.4271	hamster	Applied Mathematics	1.2847	boxing	576 mph	-392	-27 m/(s^2)	Sam
4	552 m^2	0.1613	guinea pig	Natural Language Processing	0.5603	badminton	294 mph	-832	914 m/(s^2)	Fabrice
8	1686 m^2	-0.7463	pig	Statistics	-0.2238	motor sports	277 mph	-265	1907 m/(s^2)	Chris
5	769 m^2	0.0886	reptile	Biotechnology	-0.2117	soccer	-431 mph	-879	-1439 m/(s^2)	Andrew
3	-153 m^2	0.3164	bird	Computational Media	-0.6753	tennis	-613 mph	747	297 m/(s^2)	Tony
7	774 m^2	1.0183	cat	Games and Playable Media	0.1897	soccer	437 mph	933	-1116 m/(s^2)	Lise
7	1632 m^2	1.3044	cat	Games and Playable Media	1.0592	track & field	1636 mph	422	1566 m/(s^2)	Lise
9	1562 m^2	0.0379	dog	Computer Science	N/A	golf	505 mph	99	849 m/(s^2)	Michael
7	208 m^2	2.1823	cat	Games and Playable Media	1.5748	badminton	981 mph	-537	776 m/(s^2)	Lise
4	854 m^2	0.8781	guinea pig	Natural Language Processing	1.8722	badminton	65 mph	-333	286 m/(s^2)	Fabrice
5	407 m^2	0.6486	ferret	Biotechnology	-1.8445	volleyball	620 mph	-1426	646 m/(s^2)	Andrew
9	655 m^2	-0.4027	dog	Technology and Information Management, Computer Engineering	-0.8278	soccer	1530 mph	-552	-1106 m/(s^2)	Michael
3	549 m^2	0.0982	bird	Computational Media	0.8263	TENNIS	-988 mph	597	91 m/(s^2)	Reilly
8	1355 m^2	-0.7747	pig	Statistics	1.0336	Motor Sports	281 mph	103	-321 m/(s^2)	Chris
8	159 m^2	0.1821	pig	Statistics	-1.3498	motor sports	1066 mph	232	-988 m/(s^2)	chris
1	1653 m^2	1.3046	rabbit	Computer Game Design	-0.2702	baseball	578 mph	119	562 m/(s^2)	Inan
5	648 m^2	0.2157	reptile	Data Science	1.3729	volleyball	1159 mph	-219	-1864 m/(s^2)	Andrew
9	1956 m^2	1.0233	chicken	Computer Science, Technology and Information Management	1.0593	volleyball	407 mph	929	-1987 m/(s^2)	Michael
0	679 m^2	1.6289	hamster	Applied Mathematics	0.0727	boxing	144 mph	1498	439 m/(s^2)	Sam
1	-296 m^2	-0.3043	rabbit	Computer Game Design	1.3302	soccer	261 mph	251	1527 m/(s^2)	Inan
5	693 m^2	-0.4215	reptile	Biotechnology	1.6427	ice hockey	808 mph	-179	-540 m/(s^2)	Andrew
7	1193 m^2	-0.4298	cat	Games and Playable Media	1.0006	soccer	2110 mph	1470	-331 m/(s^2)	Lise
2	213 m^2	-1.1265	Cat	Human Computer Interaction	0.3753	basketball	1970 mph	62	1739 m/(s^2)	Eriq
8	1218 m^2	1.2932	pig	Bioinformatics	-0.4447	motor sports	2264 mph	1102	1567 m/(s^2)	Chris
9	414 m^2	-0.8804	dog	Computer Engineering, Technology and Information Management	-0.5119	golf	1722 mph	-164	687 m/(s^2)	Michael
9	1094 m^2	1.6222	fish	Computer Science, Computer Engineering	0.4499	golf	1845 mph	-316	-595 m/(s^2)	Michael
7	386 m^2	0.7804	cat	Games and Playable Media	-1.3246	soccer	1117 mph	2280	908 m/(s^2)	Lise
8	606 m^2	1.2121	pig	Statistics	-0.091	motor sports	1092 mph	371	-1128 m/(s^2)	Chris
0	-30 m^2	0.3082	hamster	Applied Mathematics	1.7961	boxing	1908 mph	1289	-804 m/(s^2)	CHRIS
3	207 m^2	-0.008	bird	Computational Media	1.0936	track & field	613 mph	1269	-24 m/(s^2)	Tony
5	670 m^2	0.3517	reptile	Bioinformatics	0.4674	volleyball	867 mph	-331	-96 m/(s^2)	Andrew
7	922 m^2	-1.3489	cat	Data Science	3.0303	soccer	-150 mph	427	1626 m/(s^2)	Lise
1	1104 m^2	1.1658	rabbit	Computer Game Design		baseball	513 mph	495	1818 m/(s^2)	Inan
7	349 m^2	0.115	cat	Games and Playable Media	2.1109	golf	1259 mph	1182	1025 m/(s^2)	Lise
1	1383 m^2	N/A	rabbit	Computer Game Design	0.0269	ice hockey	543 mph	-147	748 m/(s^2)	Inan
3	871 m^2	1.5397	bird	Computational Media	1.1994	track & field	966 mph	1890	311 m/(s^2)	Tony
2	-533 m^2	-0.1161	rat	Human Computer Interaction, Electrical Engineering	N/A	boxing	988 mph	1631	1051 m/(s^2)	Eriq
1	544 m^2	0.3795	rabbit	Computer Game Design	1.911	ice hockey	34 mph	-337	123 m/(s^2)	Inan
9	-380 m^2	1.5044	dog	cOMPUTER sCIENCE	1.4446	golf	1607 mph	-82	-384 m/(s^2)	Tony
3	-997 m^2	0.2069	bird	Computational Media	-0.2795	boxing	289 mph	852	-770 m/(s^2)	Reilly
6	-1242 m^2	-0.0168	fish	Robotics Engineering	2.2896	football	1284 mph	414	-423 m/(s^2)	Vani
4	1800 m^2	2.6596	guinea pig	Natural Language Processing	0.7276	badminton	878 mph	222	611 m/(s^2)	Fabrice
3	-2020 m^2	0.4086	chicken	Computational Media	0.3291	track & field	310 mph	1599	-139 m/(s^2)	Vani
4	824 m^2	0.3139	guinea pig	N/A	0.8194	badminton	445 mph	1133	2120 m/(s^2)	Fabrice
3	-838 m^2	0.2548	bird	Computational Media	-0.553	track & field	984 mph	631	311 m/(s^2)	Reilly
5	-636 m^2	0.7408	reptile	Data Science	-0.3112	volleyball	792 mph	1189	690 m/(s^2)	Andrew
2	847 m^2	1.8383	rat	Electrical Engineering	1.6757	basketball	643 mph	522	346 m/(s^2)	Eriq
2	395 m^2	0.772	NULL	Human Computer Interaction, Bioengineering	1.1507	basketball	-391 mph	1215	1180 m/(s^2)	Eriq
7	502 m^2	1.9503	cat	Games and Playable Media	2.6042	soccer	788 mph	638	-49 m/(s^2)	Chris
0	43 m^2	1.242	hamster	Natural Language Processing	0.8737	boxing	1591 mph	19	-398 m/(s^2)	Sam
9	-21 m^2	-0.9547	dog	Robotics Engineering	-0.6921	ice hockey	395 mph	-6	1617 m/(s^2)	Michael
1	-234 m^2	0.5094	bird	N/A	0.7411	baseball	1639 mph	-800	1292 m/(s^2)	Inan
9	288 m^2	0.9273	chicken	Computer Engineering, Computer Science	1.9065	football	971 mph	398	-701 m/(s^2)	Michael
7	-22 m^2	0.2236	cat	Games and Playable Media	-0.3728	soccer	1607 mph	1174	233 m/(s^2)	Lise
3	-48 m^2	1.7676	bird	Computational Media	1.3151	track & field	1194 mph	114	331 m/(s^2)	Reilly
3	1083 m^2	-0.8649	bird	Computational Media	-0.8553	tennis	215 mph	1582	655 m/(s^2)	Fabrice
1	333 m^2	1.0638	rabbit	Computer Game Design	-0.5902	baseball	1333 mph	-664	61 m/(s^2)	NULL
7	773 m^2	-0.8278	cat	Statistics	0.7978	soccer	60 mph	2299	767 m/(s^2)	Lise
8	2512 m^2	1.0035	reptile	Statistics	0.963	motor sports	NULL	-1738	1199 m/(s^2)	Vani
3	-2 m^2	0.0449	bird	Computational Media	-0.7643	track & field	139 mph	1712	-10 m/(s^2)	Tony
0	-107 m^2	-0.2325	hamster	applied mathematics	-0.4193	boxing	1015 mph	798	-802 m/(s^2)	Chris
6	498 m^2	2.6727	fish	Robotics Engineering	-1.8504	volleyball	410 mph	641	-1119 m/(s^2)	Vani
5	896 m^2	0.865	ferret	Biotechnology	-0.0283	volleyball	1019 mph	1076	-23 m/(s^2)	Andrew
4	1690 m^2	0.6224	guinea pig	Natural Language Processing	-0.0254	badminton	-212 mph	-508	20 m/(s^2)	Fabrice
7	-1710 m^2	-0.5055	cat	Games and Playable Media	1.4868	soccer	-416 mph	611	-337 m/(s^2)	Lise
0	602 m^2	0.53	hamster	Applied Mathematics	-0.3282	boxing	-44 mph	1015	148 m/(s^2)	Sam
9	-1687 m^2	0.843	chicken	Technology and Information Management, Computer Science	0.5012	golf	755 mph	22	179 m/(s^2)	Michael
7	1650 m^2	0.1411	cat	Games and Playable Media	1.8533	soccer	796 mph	1195	-304 m/(s^2)	Lise
6	-806 m^2	0.3455	fish	Robotics Engineering	-0.192	running	1242 mph	542	668 m/(s^2)	Andrew
5	1635 m^2	?	reptile	Data Science	1.4711	volleyball	618 mph	610	-164 m/(s^2)	Andrew
1	245 m^2	0.2852	rabbit	Computer Game Design	1.4067	ice hockey	1306 mph	-176	1927 m/(s^2)	Inan
4	503 m^2	0.176	guinea pig	Natural Language Processing	0.7226	volleyball	604 mph	955	-161 m/(s^2)	Fabrice
1	24 m^2	0.3438	rabbit	Computer Game Design	2.3101	baseball	-358 mph	949	1016 m/(s^2)	Inan
0	79 m^2	0.7582	hamster	Applied Mathematics	0.0123	boxing	1635 mph	683	-1003 m/(s^2)	Sam
4	239 m^2	1.3372	guinea pig	Natural Language Processing	?	badminton	651 mph	712	-1156 m/(s^2)	Fabrice
7	3098 m^2	-0.697	cat	Games and Playable Media	1.2537	soccer	793 mph	246	-246 m/(s^2)	Lise
4	1069 m^2	2.0657	guinea pig	Natural Language Processing	-0.699	badminton	1621 mph	1625	-461 m/(s^2)	Fabrice
8	1774 m^2	2.5539	Pig	Statistics	-0.2437	motor sports	1287 mph	-669	-629 m/(s^2)	Chris
1	797 m^2	0.1117	rabbit	Computer Game Design	1.245	ice hockey	1212 mph	-791	783 m/(s^2)	Inan
7	-204 m^2	-0.6848	cat	Games and Playable Media	-0.0307	soccer	302 mph	1201	1298 m/(s^2)	Lise
1	-1017 m^2	1.7838	rabbit	Computer Game Design	2.2011	ice hockey	158 mph	N/A	2029 m/(s^2)	Inan
5	-178 m^2	0.6365	reptile	Computer Science, Technology and Information Management	-0.4086	volleyball	1121 mph	-1484	-1402 m/(s^2)	Andrew
6	116 m^2	1.6977	rat	Robotics Engineering	0.4754	running	1829 mph	272	-100 m/(s^2)	Vani
3	483 m^2	-0.5229	bird	Computational Media	0.5275	track & field	-15 mph	2058	-552 m/(s^2)	reilly
1	1624 m^2	0.4484	rabbit	Computer Game Design	-0.7976	boxing	999 mph	1138	844 m/(s^2)	Inan
4	500 m^2	0.1799	guinea pig	Natural Language Processing	1.1322	badminton	900 mph	1508	78 m/(s^2)	Fabrice
0	324 m^2	1.8923	hamster	Applied Mathematics	1.143	boxing	35 mph	428	348 m/(s^2)	Tony
4	951 m^2	3.8002	NULL	Natural Language Processing	0.1337	badminton	813 mph	731	-222 m/(s^2)	Fabrice
9	-484 m^2	2.2323	chicken	Computer Engineering	-0.0656	golf	956 mph	917	216 m/(s^2)	Michael
5	2206 m^2	0.2011	ferret	Biotechnology	-0.0154	volleyball	574 mph	-636	992 m/(s^2)	Andrew
9	-1045 m^2	0.8048	None	Computer Engineering, Technology and Information Management	-1.0035	golf	1278 mph	772	643 m/(s^2)	Michael
0		0.7741	hamster	Applied Mathematics	1.6787	boxing	-547 mph	-642	-1005 m/(s^2)	Sam
5	625 m^2	0.0815	reptile	Data Science	-1.2101	volleyball	1448 mph	-833	981 m/(s^2)	Andrew
2	1028 m^2	1.7037	rat	Electrical Engineering	0.0563	basketball	81 mph	267	-625 m/(s^2)	Eriq
7	1482 m^2	0.4353	cat	Games and Playable Media	0.2062	basketball	453 mph	-760	342 m/(s^2)	Lise
2	-1842 m^2	-0.3324	rat	Electrical Engineering	0.6095	basketball	1001 mph	309	962 m/(s^2)	Eriq
4	64 m^2	0.4635	guinea pig	Natural Language Processing	1.2756	badminton	1227 mph	112	21 m/(s^2)	Andrew
3	-604 m^2	1.2043	bird	Computational Media	-0.5913	baseball	-163 mph	648	-268 m/(s^2)	Tony
0	184 m^2	1.0526	hamster	aPPLIED mATHEMATICS	0.6547	boxing	527 mph	-431	-322 m/(s^2)	Sam
1	326 m^2	0.3329	rabbit	Computer Game Design	1.6044	ice hockey	375 mph	643	134 m/(s^2)	Inan
0	1277 m^2	1.4726	hamster	Applied Mathematics	0.9182	boxing	1849 mph	-435	898 m/(s^2)	Sam
3	615 m^2	1.6494	bird	Computational Media	0.7321	track & field	-866 mph	692	-210 m/(s^2)	Lise
7	1061 m^2	1.1427	cat	Games and Playable Media	0.7591	soccer	33 mph	768	351 m/(s^2)	Lise
8	548 m^2	0.316	pig	Bioinformatics	-0.4916	motor sports	?	943	531 m/(s^2)	Chris
9	-1763 m^2	1.1112	dog	Computer Engineering	-0.3865	golf	464 mph	663	519 m/(s^2)	Michael
7	1503 m^2	1.3089	cat	Games and Playable Media	0.0418	soccer	460 mph	1819	874 m/(s^2)	Lise
4	n/a	-0.4501	guinea pig	Natural Language Processing	0.6956	badminton	849 mph	-487	266 m/(s^2)	Fabrice
3	1174 m^2	1.8825	bird	Computational Media	-0.4005	track & field	103 mph	186	313 m/(s^2)	Reilly
4	-341 m^2	2.0617	guinea pig	Natural Language Processing	0.8345	basketball	2044 mph	883	-1078 m/(s^2)	Fabrice
9	281 m^2	-0.337	chicken	COMPUTER ENGINEERING	-0.0577	golf	374 mph	154	1160 m/(s^2)	Michael
0	-2055 m^2	-0.5481	hamster	Applied Mathematics	1.1037	boxing	283 mph	1257	-742 m/(s^2)	Sam
6	1430 m^2	2.3115	fish	Robotics Engineering	0.3015	running	1171 mph	1874	-61 m/(s^2)	Vani
5	1208 m^2	0.0908	reptile	Biotechnology	-0.3363	volleyball	-367 mph	778	192 m/(s^2)	Andrew
2	352 m^2	0.8997	rat	Human Computer Interaction	1.6586	basketball	748 mph	199	1912 m/(s^2)	Eriq
6	871 m^2	0.074	fish	Robotics Engineering	1.5082	running	?	1345	1205 m/(s^2)	Vani
4	740 m^2	-0.1524	dog	Natural Language Processing	1.384	badminton	1440 mph	-1230	1745 m/(s^2)	Fabrice
1	-597 m^2	-0.71	reptile	Computer Game Design	1.0365	baseball	813 mph	1222	-446 m/(s^2)	Tony
8	670 m^2	0.446	pig	Statistics	0.8899	motor sports	31 mph	-343	-160 m/(s^2)	Chris
5	1648 m^2	0.4339	ferret	Data Science	1.5607	volleyball	428 mph	-419	407 m/(s^2)	Fabrice
9	-401 m^2	-1.1767	dog	Games and Playable Media	-0.3244	boxing	67 mph	-304	-104 m/(s^2)	Michael
9	1295 m^2	0.7243	chicken	Computer Science	-1.084	golf	1845 mph	-69	-267 m/(s^2)	Michael
5	NULL	1.214	reptile	Data Science	0.0133	volleyball	112 mph	-1060	994 m/(s^2)	Andrew
8	728 m^2	-0.2459	pig	Bioinformatics	1.6517	boxing	899 mph	812	-101 m/(s^2)	Chris
4	713 m^2	1.2007	guinea pig	Natural Language Processing	-0.6086	badminton	1771 mph	-980	-308 m/(s^2)	Michael
7	2883 m^2	1.4487	cat	Games and Playable Media	0.6665	soccer	-277 mph	1330	1961 m/(s^2)	LISE
6	115 m^2	1.7871	cat	n/a	0.8999	football	1316 mph	1208	531 m/(s^2)	Vani
9	180 m^2	0.3876	chicken	Computer Engineering	-0.6545	golf	-250 mph	1297	-650 m/(s^2)	Michael
1	844 m^2	0.9623	hamster	Computer Game Design	-0.4365	baseball	193 mph	-40	-111 m/(s^2)	Inan
2	1035 m^2	1.0782	rat	Electrical Engineering	-0.1293	basketball	1232 mph	295	934 m/(s^2)	Eriq
3	-624 m^2	1.308	bird	Computational Media	0.64	track & field	1477 mph	48	-648 m/(s^2)	Reilly
2	1337 m^2	0.3799	rat	Electrical Engineering, Bioengineering	-0.2867	basketball	-146 mph	849	-951 m/(s^2)	Eriq
2	-449 m^2	1.307	rat	Electrical Engineering	0.8262	BASKETBALL	800 mph	670	192 m/(s^2)	Eriq
3	-262 m^2	-0.236	cat	Natural Language Processing	-0.9234	track & field	1051 mph	22	1351 m/(s^2)	Reilly
0	2546 m^2	0.8828	hamster	Applied Mathematics	-0.2061	boxing	740 mph	1766	491 m/(s^2)	Sam
5	1132 m^2	-0.1706	ferret	Biotechnology	1.7893	volleyball	343 mph	2436	177 m/(s^2)	Andrew
8	1158 m^2	-0.741	pig	Statistics	-1.2342	motor sports	1783 mph	628	145 m/(s^2)	Chris
1	-612 m^2	1.0335	rabbit	Computer Game Design	1.2987	Baseball	706 mph	-915	403 m/(s^2)	Eriq
2	-726 m^2	1.5062	rat	Bioengineering	1.2482	basketball	899 mph	-336	1223 m/(s^2)	Eriq
3	-388 m^2	n/a	bird	Computational Media	0.5961	tennis	-125 mph	1013	94 m/(s^2)	Reilly
6	-147 m^2	0.1692	fish	Robotics Engineering	0.7666	football	1815 mph	1018	733 m/(s^2)	Vani
2	851 m^2	1.2497	rat	Electrical Engineering, Bioengineering	0.7612	basketball	1486 mph	1192	913 m/(s^2)	Eriq
1	-82 m^2	-1.9257	rabbit	Computer Game Design	-0.3985	ice hockey	1851 mph	22	407 m/(s^2)	Inan
4	310 m^2	-0.3221	guinea pig	Natural Language Processing	0.7887	badminton	217 mph	-179	466 m/(s^2)	Fabrice
8	516 m^2	1.1053	pig	Statistics	0.2099	motor sports	1188 mph	2130	371 m/(s^2)	Chris
9	938 m^2	0.8296	chicken	Technology and Information Management, Computer Science	0.4329	golf	897 mph	390	-846 m/(s^2)	Fabrice
8	932 m^2	2.2436	pig	Statistics	0.6163	motor sports	392 mph	-1108	1183 m/(s^2)	Chris
7	544 m^2	0.118	cat	Games and Playable Media	0.2898	soccer	1218 mph	120	-952 m/(s^2)	Lise
1	1167 m^2	2.5259	rabbit	Computer Game Design	0.5625	ice hockey	-129 mph	-333	86 m/(s^2)	Inan
1	1168 m^2	-1.0763	rabbit	Computer Game Design	1.4481	baseball	1948 mph	348	1544 m/(s^2)	Inan
6	-33 m^2	0.7751	fish	Robotics Engineering	0.427	football	1581 mph	1429	1030 m/(s^2)	Eriq
2	-447 m^2	-0.5215	rat	Electrical Engineering	0.1763	soccer	-973 mph	5	326 m/(s^2)	Eriq
2	222 m^2	1.6242	rat	Bioengineering	1.7133	basketball	2213 mph	-952	1521 m/(s^2)	Eriq
2	-417 m^2	0.3043	rat	Bioengineering, Electrical Engineering	-0.0249	basketball	343 mph	1714	-67 m/(s^2)	Eriq
3	-58 m^2	0.6061	bird	Computational Media	0.5242	track & field	288 mph	1284	1159 m/(s^2)	Tony
1	-587 m^2	0.5071	pig	Computer Game Design	0.2149	baseball	472 mph	-554	1766 m/(s^2)	Inan
8	1286 m^2	0.8606	pig	Statistics	-0.1964	motor sports	737 mph	796	-1284 m/(s^2)	Chris
8	1514 m^2	2.0532	pig	Bioinformatics	-0.2388	motor sports	862 mph	None	972 m/(s^2)	Chris
5	1195 m^2	1.9477	ferret	Biotechnology	-0.4236	volleyball	257 mph	-88	-290 m/(s^2)	Andrew
6	665 m^2	-0.1568	fish	Robotics Engineering	0.5062	boxing	1253 mph	1152	-689 m/(s^2)	vANI
6	-225 m^2	1.7649	fish	Robotics Engineering	1.8596	running	1594 mph	1519	-88 m/(s^2)	Vani
8	606 m^2	0.0922	pig	Bioinformatics	-0.2238	motor sports	1559 mph	-498	1322 m/(s^2)	CHRIS
7	-375 m^2	0.8932	cat	Games and Playable Media	1.9873	soccer	1155 mph	229	482 m/(s^2)	Lise
1	901 m^2	-0.2117	rabbit	Computer Game Design	1.3229	baseball	540 mph	225	669 m/(s^2)	Inan
5	1035 m^2	1.8683	reptile	Data Science	2.013	volleyball	1302 mph	886	-600 m/(s^2)	Tony
2	78 m^2	-0.1213	rat	Human Computer Interaction, Bioengineering	0.2951	basketball	1178 mph	274	1052 m/(s^2)	Tony
3	-832 m^2	0.6905	pig	Computational Media	-0.553	tennis	883 mph	1568	3126 m/(s^2)	Reilly
8	464 m^2	0.3012	pig	Statistics	0.9031	motor sports	2753 mph	1034	-588 m/(s^2)	Chris
9	932 m^2	-0.1239	dog	Technology and Information Management, Computer Science	-0.4038	golf	880 mph	-242	238 m/(s^2)	Michael
1	1009 m^2	0.2551	rabbit	Computer Game Design	0.8519	ice hockey	2355 mph	1147	-479 m/(s^2)	Inan
3	653 m^2	-0.6147	bird	Computational Media	-0.5509	baseball	634 mph	842	-60 m/(s^2)	Reilly
5	577 m^2	0.7635	rat	Data Science	-1.1811	Volleyball	1571 mph	2574	98 m/(s^2)	Andrew
8	-621 m^2	1.0946	pig	Bioinformatics	-1.0601	motor sports	438 mph	330	-1254 m/(s^2)	Chris
7	1240 m^2	1.1937	cat	Games and Playable Media	0.5777	soccer	119 mph	793	-749 m/(s^2)	Lise
9	328 m^2	0.2097	fish	Technology and Information Management, Computer Science	0.6495	golf	-239 mph	401	-538 m/(s^2)	Michael
9	1050 m^2	0.6307	dog	Computer Engineering, Computer Science	0.6689	golf	871 mph	-580	574 m/(s^2)	Michael
5	-160 m^2	1.7573	ferret	Biotechnology	0.6417	VOLLEYBALL	141 mph	374	1238 m/(s^2)	Fabrice
2	492 m^2	1.9777	rat	Bioengineering, Electrical Engineering	1.0252	basketball	-658 mph	957	1098 m/(s^2)	Eriq
4	681 m^2	0.8639	guinea pig	Natural Language Processing	0.9739	badminton	N/A	-134	-1205 m/(s^2)	Fabrice
2	940 m^2	0.7376	rat	Human Computer Interaction	1.0909	basketball	970 mph	-718	1489 m/(s^2)	Eriq
9	-153 m^2	0.927	hamster	Computer Science	0.1384	golf	527 mph	-895	1250 m/(s^2)	Michael
3	60 m^2	1.7129	bird	Computational Media	0.3355	tennis	308 mph	-150	832 m/(s^2)	Reilly
2	-1553 m^2	1.1611	rat	Bioengineering	0.9538	baseball	1030 mph	-114	1127 m/(s^2)	Eriq
6	504 m^2	1.0721	fish	Robotics Engineering	1.4579	running	407 mph		-664 m/(s^2)	Vani
6	-87 m^2	2.1264	fish	Robotics Engineering	1.0007	running	978 mph	1194	311 m/(s^2)	Vani
7	694 m^2	0.1086	None	Games and Playable Media	1.4483	soccer	936 mph	881	840 m/(s^2)	Lise
9	-179 m^2	-0.9917	dog	Computer Engineering, Technology and Information Management	0.1249	golf	1769 mph	1435	473 m/(s^2)	Michael
3	2294 m^2	1.0048	cat	Computational Media	0.0873	track & field	1747 mph	698	1158 m/(s^2)	Reilly
4	876 m^2	0.221	guinea pig	Natural Language Processing	0.2139	badminton	1043 mph	12	-1495 m/(s^2)	Fabrice
0	-977 m^2	-0.3287	hamster	Applied Mathematics	0.5888	soccer	1834 mph	2137	294 m/(s^2)	Sam
3	-94 m^2	1.0986	bird	Computational Media	-1.4332	tennis	1410 mph	1566	624 m/(s^2)	Tony
5	1231 m^2	-0.3674	reptile	Biotechnology	0.917	volleyball	520 mph	565	-752 m/(s^2)	Andrew
5	-163 m^2	0.7515	cat	Biotechnology	-0.3015	volleyball	362 mph	297	294 m/(s^2)	Andrew
